Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Population, total",SP.POP.TOTL,Thailand,THA,55228410,63066603,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,758106,878360,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296
"Population, total",SP.POP.TOTL,Togo,TGO,3875947,5008035,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699
"Population, total",SP.POP.TOTL,Tonga,TON,98727,102603,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1266518,1332203,1440729,1450661,1460177,1469330,1478607,1504709,1519955,1518147,1525663,1531044
"Population, total",SP.POP.TOTL,Tunisia,TUN,8440023,9893316,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117
"Population, total",SP.POP.TOTL,Turkiye,TUR,54324142,64113547,76576117,78112073,79646178,81019394,82089826,82809304,83481684,84135428,84775404,85341241
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,3720278,4569132,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,11709,18744,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703
"Population, total",SP.POP.TOTL,Tuvalu,TUV,9182,9638,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312
"Population, total",SP.POP.TOTL,Uganda,UGA,17586630,24020697,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585
"Population, total",SP.POP.TOTL,Ukraine,UKR,51891400,49176500,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44132049,43792855,38000000
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,1900151,3275333,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289,9365145,9441129
"Population, total",SP.POP.TOTL,United Kingdom,GBR,57247586,58892514,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026300,66971411
"Population, total",SP.POP.TOTL,United States,USA,249623000,282162411,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331511512,332031554,333287557
"Population, total",SP.POP.TOTL,Uruguay,URY,3117012,3292224,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,20510000,24650400,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100
"Population, total",SP.POP.TOTL,Vanuatu,VUT,150882,192074,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,19750579,24427729,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696
"Population, total",SP.POP.TOTL,Vietnam,VNM,66912613,79001142,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,103963,108642,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,1978248,2922153,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,13375121,18628700,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614
"Population, total",SP.POP.TOTL,Zambia,ZMB,7686401,9891136,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,10113893,11834676,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,309890664,401600588,567892149,583651101,600008424,616377605,632746570,649757148,667242986,685112979,702977106,720839314
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,206739024,269611898,387204553,397855507,408690375,419778384,431138704,442646825,454306063,466189102,478185907,490330870
"Population, total",SP.POP.TOTL,Arab World,ARB,225923327,287065982,389131555,397922915,406501999,415077960,423664839,432545676,441467739,449228296,456520777,464684914
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,6057836,6582141,7135884,7181044,7224602,7265272,7303634,7374650,7424102,7444768,7481877,7505478
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,110743128,108447824,103713726,103496179,103257886,102994278,102740078,102538451,102398537,102180124,101410997,100648571
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2041043553,2499206970,3078835706,3122586392,3166642585,3210110979,3252529883,3294298709,3335463995,3375134276,3411889759,3447753080
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1818247576,2048148696,2261274500,2278232287,2294507020,2310721864,2327134580,2341387076,2353862257,2363941755,2370196777,2375143162
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1601237332,1817006555,2018068461,2034264880,2049757846,2065173002,2080919319,2094524854,2106391925,2116378687,2123628421,2129112126
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1580447407,1793649873,1993077336,2009149689,2024511016,2039794828,2055414680,2068898629,2080648616,2090523535,2097669023,2103055378
"Population, total",SP.POP.TOTL,Euro area,EMU,311093477,321324622,337328817,338486932,339514675,340509447,341246081,342065158,342452734,342913447,343067846,344519132
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,842030509,862786211,899035925,903601049,908123143,912374705,915855417,918782553,921179725,923104113,923419216,920631231
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,361859039,370646199,386051693,388842371,391695432,394321096,396482489,398076771,399592320,400811771,401537489,397493238
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,427949024,435816101,448331271,451001474,453701064,456167799,458170561,459613334,460994696,462023771,462283493,457865503
"Population, total",SP.POP.TOTL,European Union,EUU,420308868,429342455,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447179800,447956050
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,483047361,612628069,837410155,857018106,876436311,896272698,916427867,936721531,957785553,979763631,1001814433,1019139254
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,358121820,475127894,686620331,706617213,727129254,748356635,770390212,792615894,815100831,838066650,861156745,884288332
"Population, total",SP.POP.TOTL,High income,HIC,1027500717,1102139639,1198818424,1205686277,1212444178,1219354936,1225545879,1231512170,1236715327,1241726323,1241269526,1244899026
"Population, total",SP.POP.TOTL,IBRD only,IBD,3454425770,3980362565,4568406106,4617515110,4665080901,4710745609,4755029370,4795958028,4833831131,4867842440,4895306842,4914355242
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,4319686835,5093905754,6079930346,6161220418,6241658900,6321546801,6401430493,6479097568,6554880543,6628068247,6695340280,6754326592
"Population, total",SP.POP.TOTL,IDA blend,IDB,284421830,370910722,506443358,516900084,527175885,537358412,547984961,559155599,570633332,582637127,595016031,607735968
"Population, total",SP.POP.TOTL,IDA only,IDX,580839235,742632467,1005080882,1026805224,1049402114,1073442780,1098416162,1123983941,1150416080,1177588680,1205017407,1232235382
"Population, total",SP.POP.TOTL,IDA total,IDA,865261065,1113543189,1511524240,1543705308,1576577999,1610801192,1646401123,1683139540,1721049412,1760225807,1800033438,1839971350
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1847821462,2046026051,2228485037,2244043359,2258406242,2272340223,2286627723,2298987594,2309491804,2317278934,2321865172,2325466354
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,441597528,521281149,608642242,615046755,621390109,627668470,633797190,639628226,645295804,650534986,654980808,659311105
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,396328556,468125382,546954103,552781789,558562792,564377885,570381211,576620516,582701622,588011178,592503434,596596955
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,426479901,505304844,592507619,598949385,605335594,611668087,617875842,623841282,629515571,634680385,639188695,643602758
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,513968735,662018171,907133963,929398042,951928215,975265947,999288864,1023493788,1048193552,1073743450,1099568566,1125179454
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4246144171,5017754094,6001075136,6082090949,6162303969,6242060481,6322111391,6400438789,6476995208,6550746999,6618691904,6677948824
"Population, total",SP.POP.TOTL,Low income,LIC,288759638,382593480,553835758,567702296,582173028,597683499,613946858,630865826,648755452,667053670,685250041,703727949
"Population, total",SP.POP.TOTL,Lower middle income,LMC,1844475984,2259879800,2813932332,2858673420,2902878488,2946639176,2990172548,3033153113,3075311775,3117225754,3157350729,3190012599
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,256203998,321037453,422790409,431664579,440506473,448917409,456885486,465073490,473201775,479966649,486168063,493264873
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,228846359,283899110,363310225,370756356,378137339,385054538,391607422,398375344,405259403,411810124,418047201,424328381
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,226868111,280976957,359233517,366582958,373867247,380687450,387152617,393806257,400574097,407006855,413124452,419284769
"Population, total",SP.POP.TOTL,Middle income,MIC,3957384533,4635160614,5447239378,5514388653,5580130941,5644376982,5708164533,5769572963,5828239756,5883693329,5933441863,5974220875
"Population, total",SP.POP.TOTL,North America,NAC,277373464,312909974,351207902,353888902,356507139,359245796,361731237,363967201,365995094,369582571,370321816,372280991
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1104791543,1200179492,1314072465,1323005691,1331743060,1340532342,1348646085,1356241793,1362922537,1370222158,1372543943,1377613713
"Population, total",SP.POP.TOTL,Other small states,OSS,17806417,21437978,28225790,28907552,29621042,30309997,30940313,31494491,32005477,32381464,32708277,33136283
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,1776243,2035672,2379069,2405308,2431426,2457814,2484263,2510226,2536070,2566819,2602173,2639019
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,964048985,1020793420,1087230525,1092179620,1097061415,1102020063,1106214534,1110126741,1113310738,1117424113,1116545246,1113419395
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,417144782,553089230,808542070,832469778,856420253,880891473,905987912,931467165,957503246,984213438,1011043183,1038012552
"Population, total",SP.POP.TOTL,Small states,SST,25640496,30055791,37740743,38493904,39277070,40033083,40728210,41379367,41965649,42393051,42792327,43280780
"Population, total",SP.POP.TOTL,South Asia,SAS,1141312704,1406945493,1731683901,1754030304,1775545180,1797072648,1818931519,1840534093,1861598514,1882531620,1901911604,1919348000
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1141312704,1406945493,1731683901,1754030304,1775545180,1797072648,1818931519,1840534093,1861598514,1882531620,1901911604,1919348000
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,516629688,671212486,955096702,981506608,1008698799,1036155989,1063885274,1092403973,1121549049,1151302081,1181163013,1211170184
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,516560181,671131355,955006753,981415249,1008605380,1036061312,1063789431,1092307211,1121451424,1151203619,1181063755,1211070124
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,516629688,671212486,955096702,981506608,1008698799,1036155989,1063885274,1092403973,1121549049,1151302081,1181163013,1211170184
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2112908549,2375280814,2633307046,2655715233,2677252453,2697737806,2717991985,2736419850,2752927981,2766467575,2776091134,2784208276
"Population, total",SP.POP.TOTL,World,WLD,5293395467,6144321462,7229731581,7317970484,7405277863,7492156881,7578220703,7661776612,7742682218,7820963775,7888161297,7951149546
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.574549548,2.799182084,2.896122114,2.64221126,2.645957102,2.642528022,2.633524111,2.626187803,2.614654755,2.58400208,2.553910771,2.591601268
Population growth (annual %),SP.POP.GROW,Afghanistan,AFG,0.202433956,1.443803024,3.466788304,3.657576065,3.121341229,2.581549399,2.866492148,2.885207973,2.908529093,3.134746908,2.851357654,2.534498317
Population growth (annual %),SP.POP.GROW,Albania,ALB,1.799085593,-0.637356834,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,-0.574206959,-0.926918062,-1.289800065
Population growth (annual %),SP.POP.GROW,Algeria,DZA,2.494067638,1.402290858,1.966715818,1.97904881,1.999946051,1.993431689,1.957002471,1.903325428,1.839444886,1.732456728,1.657703201,1.628339254
Population growth (annual %),SP.POP.GROW,American Samoa,ASM,3.251938942,1.098229024,-1.304782022,-1.478945711,-1.639270188,-1.807230769,-1.971818747,-2.122935674,-2.304138699,-2.42124971,-2.530170926,-1.706495481
Population growth (annual %),SP.POP.GROW,Andorra,AND,3.66933416,0.670960074,0.497261876,0.355274942,0.17437769,1.10060299,1.772182713,1.580147087,1.757491257,1.761891295,1.702288225,0.994607149
Population growth (annual %),SP.POP.GROW,Angola,AGO,3.345143647,3.244121467,3.735525429,3.684428967,3.617677518,3.586211007,3.550986636,3.464456984,3.395277792,3.268348405,3.166029862,3.096752671
Population growth (annual %),SP.POP.GROW,Antigua and Barbuda,ATG,-0.485177852,1.657793414,0.934326293,0.831589248,0.786935419,0.690288329,0.610956145,0.554872966,0.534443401,0.592053943,0.597151595,0.581875833
Population growth (annual %),SP.POP.GROW,Argentina,ARG,1.456402515,1.133277022,1.1191092,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,0.970053991,0.947490959,0.925835474
Population growth (annual %),SP.POP.GROW,Armenia,ARM,3.093958531,-1.176786289,-0.448296309,-0.395592881,-0.392995249,-0.444257167,-0.486625263,-0.540251082,-0.564065543,-0.533006607,-0.522963243,-0.377102034
Population growth (annual %),SP.POP.GROW,Aruba,ABW,1.712906785,2.539234444,0.749301039,0.69161526,0.637959162,0.590062487,0.537295706,0.494795263,0.451969659,0.134255302,-0.045044623,-0.086392283
Population growth (annual %),SP.POP.GROW,Australia,AUS,1.480046937,1.144472851,1.72115144,1.491566489,1.439216653,1.561940498,1.653390535,1.502992982,1.485208447,1.23570108,0.127728296,1.125898518
Population growth (annual %),SP.POP.GROW,Austria,AUT,0.762001611,0.240466652,0.589387255,0.781541633,1.120992502,1.081396299,0.694621104,0.487071925,0.444673639,0.415176732,0.435671684,0.963774922
Population growth (annual %),SP.POP.GROW,Azerbaijan,AZE,1.384413502,0.821519964,1.293447027,1.248208997,1.191209858,1.11785721,0.981261805,0.866316916,0.846646726,0.684365325,0.441197736,0.366922376
Population growth (annual %),SP.POP.GROW,"Bahamas, The",BHS,1.934514197,1.469762358,0.934994066,0.898582547,0.912227428,0.831528122,0.765793759,0.720668948,0.657441085,0.471994445,0.352416997,0.508137884
Population growth (annual %),SP.POP.GROW,Bahrain,BHR,3.354520354,2.751576261,2.954757119,3.845379359,3.816604913,3.429078922,3.291633803,2.072370164,0.459362585,-1.125242678,-0.96602484,0.611005553
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,2.126059061,1.905524049,1.267157297,1.245960208,1.191061127,1.230795354,1.249724066,1.161378463,1.11317249,1.14420974,1.149318476,1.074836743
Population growth (annual %),SP.POP.GROW,Barbados,BRB,0.042115269,0.184181268,0.241564354,0.226568488,0.212392264,0.2033295,0.192888292,0.179288798,0.175755759,0.182929163,0.180461454,0.15457464
Population growth (annual %),SP.POP.GROW,Belarus,BLR,0.190065083,-0.471131335,-0.03838,0.056151568,0.132853237,0.087721088,-0.109782323,-0.213824207,-0.201786601,-0.42347525,-0.828232721,-1.014352055
Population growth (annual %),SP.POP.GROW,Belgium,BEL,0.298235706,0.242517956,0.471340144,0.443929288,0.579446242,0.506300002,0.385228018,0.455184695,0.540461327,0.430996815,0.469904402,0.657664577
Population growth (annual %),SP.POP.GROW,Belize,BLZ,2.155728346,3.2437287,2.238167082,2.194276752,2.116320634,2.046871171,1.98926784,1.948634454,1.823016119,1.486221516,1.285629921,1.301640251
Population growth (annual %),SP.POP.GROW,Benin,BEN,3.040627698,3.038456621,2.899920609,2.92622898,2.951249123,2.949828144,2.946321561,2.922392187,2.887074085,2.829138113,2.759705179,2.702041089
